CustomerID;Count;Country;State;City;Zip Code;Lat Long;Latitude;Longitude;Gender;Senior Citizen;Partner;Dependents;Tenure Months;Phone Service;Multiple Lines;Internet Service;Online Security;Online Backup;Device Protection;Tech Support;Streaming TV;Streaming Movies;Contract;Paperless Billing;Payment Method;Monthly Charges;Total Charges;Churn Label;Churn Value;Churn Score;CLTV;Churn Reason;Churn Reason Category;Churn Reason Category 2
0259-GBZSH;1;United States;California;San Diego;92122;32.85723, -117.209774;3285723;-117209774;Male;No;No;No;2;Yes;Yes;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Electronic check;8565;1815;Yes;1;73;3878;Product dissatisfaction;User Experience on service / product;User Experience on service / product
9601-BRXPO;1;United States;California;San Diego;92129;32.961064, -117.134917;32961064;-117134917;Female;No;Yes;No;25;Yes;Yes;Fiber optic;No;No;Yes;Yes;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);10495;25665;Yes;1;66;3642;Service dissatisfaction;User Experience on service / product;User Experience on service / product
6905-NIQIN;1;United States;California;San Diego;92154;32.578103, -117.012975;32578103;-117012975;Male;No;No;No;1;Yes;No;DSL;No;Yes;No;No;No;No;Month-to-month;No;Mailed check;5065;5065;Yes;1;76;2431;Don't know;Don't know;Don't know
5167-ZFFMM;1;United States;California;Indio;92201;33.713891, -116.237257;33713891;-116237257;Male;No;No;No;1;Yes;Yes;Fiber optic;No;Yes;No;No;No;Yes;Month-to-month;Yes;Credit card (automatic);9085;9085;Yes;1;81;3424;Network reliability;User Experience on service / product;User Experience on service / product
4895-TMWIR;1;United States;California;Indian Wells;92210;33.537646, -116.291089;33537646;-116291089;Male;Yes;Yes;No;11;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;1995;21475;Yes;1;80;5888;Limited range of services;Customer Support;Customer Support
0533-BNWKF;1;United States;California;Palm Desert;92211;33.762759, -116.324817;33762759;-116324817;Female;Yes;Yes;No;55;Yes;Yes;Fiber optic;No;Yes;Yes;No;No;No;Month-to-month;Yes;Electronic check;8545;48747;Yes;1;100;5502;Lack of affordable download/upload speed;Pricing;Pricing
6599-CEBNN;1;United States;California;Desert Hot Springs;92240;33.948558, -116.516976;33948558;-116516976;Female;No;No;No;34;Yes;No;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Credit card (automatic);7395;252445;Yes;1;94;5795;Long distance charges;Pricing;Pricing
0979-PHULV;1;United States;California;Holtville;92250;32.811001, -115.152865;32811001;-115152865;Male;No;Yes;No;69;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Credit card (automatic);9945;70076;Yes;1;80;4020;Extra data charges;Pricing;Pricing
4800-VHZKI;1;United States;California;Niland;92257;33.345825, -115.596574;33345825;-115596574;Female;No;No;No;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;199;199;Yes;1;92;3351;Price too high;Pricing;Pricing
7989-CHGTL;1;United States;California;North Palm Springs;92258;33.906496, -116.569499;33906496;-116569499;Male;No;No;No;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;196;196;Yes;1;95;3448;Product dissatisfaction;User Experience on service / product;User Experience on service / product
0334-GDDSO;1;United States;California;Ocotillo;92259;32.698964, -115.886656;32698964;-115886656;Male;Yes;No;No;3;Yes;Yes;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Electronic check;8135;2337;Yes;1;73;2818;Service dissatisfaction;User Experience on service / product;User Experience on service / product
0578-SKVMF;1;United States;California;Seeley;92273;32.790282, -115.689559;32790282;-115689559;Female;No;Yes;No;22;Yes;No;Fiber optic;No;Yes;No;No;No;Yes;Month-to-month;No;Electronic check;833;18459;Yes;1;88;3804;Lack of self-service on Website;Customer Support;Customer Support
5564-NEMQO;1;United States;California;Thermal;92274;33.53604, -116.119222;3353604;-116119222;Female;Yes;No;No;1;Yes;No;Fiber optic;No;No;Yes;No;No;No;Month-to-month;Yes;Bank transfer (automatic);753;753;Yes;1;67;4902;Network reliability;User Experience on service / product;User Experience on service / product
9063-ZGTUY;1;United States;California;Adelanto;92301;34.667815, -117.536183;34667815;-117536183;Female;No;Yes;No;61;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;194;118255;Yes;1;82;4221;Don't know;Don't know;Don't know
2957-LOLHO;1;United States;California;Apple Valley;92307;34.55082, -117.122396;3455082;-117122396;Male;No;No;No;12;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);454;5189;Yes;1;68;2887;Don't know;Don't know;Don't know
7752-XUSCI;1;United States;California;Crestline;92325;34.248061, -117.29028;34248061;-11729028;Female;No;No;No;60;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;1059;639645;Yes;1;84;4105;Don't know;Don't know;Don't know
4110-PFEUZ;1;United States;California;Daggett;92327;34.875144, -116.821698;34875144;-116821698;Female;No;No;No;1;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Mailed check;6955;6955;Yes;1;73;2792;Competitor had better devices;Competitor Acquisition;User Experience on service / product
0256-LTHVJ;1;United States;California;Ludlow;92338;34.702766, -116.093376;34702766;-116093376;Female;No;Yes;No;28;Yes;No;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;8105;22271;Yes;1;98;5201;Competitor had better devices;Competitor Acquisition;User Experience on service / product
0880-TKATG;1;United States;California;Lucerne Valley;92356;34.508417, -116.856103;34508417;-116856103;Male;No;Yes;No;4;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;No;Electronic check;10115;3859;Yes;1;84;4417;Competitor had better devices;Competitor Acquisition;User Experience on service / product
3811-VBYBZ;1;United States;California;Lytle Creek;92358;34.238162, -117.534306;34238162;-117534306;Male;No;No;No;7;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;998;67325;Yes;1;98;2031;Competitor had better devices;Competitor Acquisition;User Experience on service / product
4640-UHDOS;1;United States;California;Phelan;92371;34.441123, -117.537886;34441123;-117537886;Female;No;Yes;No;13;Yes;No;DSL;No;No;No;No;No;Yes;Month-to-month;No;Electronic check;5595;73435;Yes;1;91;4498;Competitor had better devices;Competitor Acquisition;User Experience on service / product
3583-EKAPL;1;United States;California;Redlands;92373;34.003243, -117.138286;34003243;-117138286;Male;No;No;No;1;Yes;No;DSL;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;550;550;Yes;1;71;4877;Competitor had better devices;Competitor Acquisition;User Experience on service / product
9399-APLBT;1;United States;California;Rialto;92377;34.156758, -117.404686;34156758;-117404686;Female;No;Yes;No;1;Yes;No;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Electronic check;747;747;Yes;1;80;5980;Competitor had better devices;Competitor Acquisition;User Experience on service / product
2359-KMGLI;1;United States;California;Running Springs;92382;34.186211, -117.07683;34186211;-11707683;Male;No;No;No;24;Yes;Yes;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Electronic check;8025;18615;Yes;1;77;4418;Competitor had better devices;Competitor Acquisition;User Experience on service / product
0306-JAELE;1;United States;California;Tecopa;92389;35.824572, -116.274755;35824572;-116274755;Male;No;No;No;5;Yes;No;Fiber optic;No;No;No;Yes;Yes;Yes;Month-to-month;Yes;Electronic check;961;4534;Yes;1;66;4192;Competitor had better devices;Competitor Acquisition;User Experience on service / product
6227-HWPWX;1;United States;California;Victorville;92392;34.486835, -117.362274;34486835;-117362274;Female;No;No;No;15;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Bank transfer (automatic);690;9948;Yes;1;73;5671;Competitor had better devices;Competitor Acquisition;User Experience on service / product
0447-BEMNG;1;United States;California;Wrightwood;92397;34.358321, -117.618263;34358321;-117618263;Female;No;Yes;No;48;No;No phone service;DSL;Yes;No;Yes;No;No;Yes;Month-to-month;Yes;Bank transfer (automatic);453;21450;Yes;1;65;4926;Price too high;Pricing;Pricing
5949-XIKAE;1;United States;California;San Bernardino;92401;34.105935, -117.2914;34105935;-1172914;Female;No;Yes;No;8;Yes;No;Fiber optic;No;Yes;No;No;Yes;No;Month-to-month;Yes;Electronic check;8355;68005;Yes;1;65;2879;Product dissatisfaction;User Experience on service / product;User Experience on service / product
8372-JUXUI;1;United States;California;San Bernardino;92410;34.106922, -117.297553;34106922;-117297553;Male;No;No;No;1;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;7435;7435;Yes;1;93;2814;Service dissatisfaction;User Experience on service / product;User Experience on service / product
0388-EOPEX;1;United States;California;Riverside;92503;33.890046, -117.455583;33890046;-117455583;Female;No;Yes;No;2;Yes;No;Fiber optic;Yes;No;No;No;No;No;Month-to-month;Yes;Electronic check;744;1394;Yes;1;77;4263;Lack of self-service on Website;Customer Support;Customer Support
8205-OTCHB;1;United States;California;Riverside;92506;33.930931, -117.361788;33930931;-117361788;Male;No;No;No;22;No;No phone service;DSL;No;Yes;Yes;No;No;Yes;One year;Yes;Bank transfer (automatic);4375;9036;Yes;1;66;3099;Network reliability;User Experience on service / product;User Experience on service / product
6235-VDHOM;1;United States;California;Riverside;92509;34.004379, -117.447864;34004379;-117447864;Female;Yes;No;No;5;No;No phone service;DSL;No;Yes;No;No;No;No;Month-to-month;No;Electronic check;2845;13105;Yes;1;89;4099;Limited range of services;Customer Support;Customer Support
7783-YKGDV;1;United States;California;March Air Reserve Base;92518;33.888323, -117.277533;33888323;-117277533;Female;No;No;No;12;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;No;Yes;Month-to-month;Yes;Bank transfer (automatic);997;123845;Yes;1;76;2538;Lack of affordable download/upload speed;Pricing;Pricing
5609-CEBID;1;United States;California;Hemet;92544;33.644585, -116.871544;33644585;-116871544;Female;Yes;No;No;20;Yes;Yes;Fiber optic;No;Yes;Yes;No;No;Yes;Month-to-month;Yes;Electronic check;941;17824;Yes;1;87;2666;Long distance charges;Pricing;Pricing
7218-HKQFK;1;United States;California;Homeland;92548;33.761894, -117.120868;33761894;-117120868;Male;No;Yes;No;2;Yes;No;Fiber optic;No;No;No;Yes;Yes;Yes;Month-to-month;Yes;Electronic check;942;1675;Yes;1;72;3715;Don't know;Don't know;Don't know
4636-QRJKY;1;United States;California;Idyllwild;92549;33.755039, -116.741796;33755039;-116741796;Female;No;Yes;No;6;Yes;Yes;Fiber optic;No;No;No;Yes;No;No;Month-to-month;Yes;Electronic check;805;50285;Yes;1;98;5032;Price too high;Pricing;Pricing
5956-VKDTT;1;United States;California;Moreno Valley;92557;33.970661, -117.255039;33970661;-117255039;Female;Yes;Yes;No;5;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;7435;3348;Yes;1;82;5273;Product dissatisfaction;User Experience on service / product;User Experience on service / product
9412-GHEEC;1;United States;California;Murrieta;92563;33.581045, -117.14719;33581045;-11714719;Male;No;No;No;40;Yes;Yes;Fiber optic;No;No;Yes;Yes;Yes;Yes;Month-to-month;No;Bank transfer (automatic);1048;413195;Yes;1;88;3492;Service dissatisfaction;User Experience on service / product;User Experience on service / product
0257-ZESQC;1;United States;California;Perris;92571;33.828289, -117.201666;33828289;-117201666;Female;Yes;Yes;No;27;Yes;No;Fiber optic;Yes;No;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);752;192935;Yes;1;99;4517;Lack of self-service on Website;Customer Support;Customer Support
6825-UYPFK;1;United States;California;Sun City;92586;33.707483, -117.200006;33707483;-117200006;Female;No;No;No;23;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Bank transfer (automatic);756;17586;Yes;1;81;2115;Network reliability;User Experience on service / product;User Experience on service / product
8397-MVTAZ;1;United States;California;Sun City;92587;33.69887, -117.25071;3369887;-11725071;Male;No;Yes;No;34;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;10005;34800;Yes;1;72;2568;Don't know;Don't know;Don't know
9282-IZGQK;1;United States;California;Irvine;92612;33.643095, -117.810896;33643095;-117810896;Female;No;No;No;1;Yes;Yes;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;850;850;Yes;1;80;5679;Don't know;Don't know;Don't know
1342-JPNKI;1;United States;California;Lake Forest;92630;33.644849, -117.684254;33644849;-117684254;Male;No;No;No;10;Yes;Yes;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Bank transfer (automatic);8605;8341;Yes;1;85;2966;Don't know;Don't know;Don't know
2817-NTQDO;1;United States;California;Huntington Beach;92646;33.666301, -117.969501;33666301;-117969501;Male;No;No;No;13;No;No phone service;DSL;Yes;No;No;Yes;Yes;No;Month-to-month;Yes;Credit card (automatic);4555;5970;Yes;1;74;4856;Poor expertise of online support;Customer Support;Customer Support
6986-IJDHX;1;United States;California;Huntington Beach;92648;33.679659, -118.016195;33679659;-118016195;Male;No;Yes;No;39;Yes;No;Fiber optic;No;Yes;No;No;Yes;No;Month-to-month;Yes;Mailed check;863;32660;Yes;1;98;3364;Poor expertise of phone support;Customer Support;Customer Support
5301-GAUUY;1;United States;California;Newport Beach;92661;33.601309, -117.902304;33601309;-117902304;Male;No;No;No;32;Yes;Yes;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);8035;259615;Yes;1;92;5974;Competitor had better devices;Competitor Acquisition;User Experience on service / product
0939-YAPAF;1;United States;California;Santa Ana;92701;33.748478, -117.858918;33748478;-117858918;Female;No;No;No;35;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;10025;35276;Yes;1;72;2744;Competitor offered higher download speeds;Competitor Acquisition;User Experience on service / product
4710-FDUIZ;1;United States;California;Santa Ana;92707;33.714829, -117.872941;33714829;-117872941;Male;No;Yes;No;56;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;Yes;One year;No;Credit card (automatic);1003;561445;Yes;1;67;5170;Competitor offered more data;Competitor Acquisition;User Experience on service / product
1218-VKFPE;1;United States;California;Anaheim;92805;33.830209, -117.906099;33830209;-117906099;Female;No;Yes;No;12;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;190;23355;Yes;1;72;3535;Competitor made better offer;Competitor Acquisition;Pricing
3627-FHKBK;1;United States;California;Anaheim;92806;33.83796, -117.870494;3383796;-117870494;Female;No;No;No;1;Yes;No;Fiber optic;Yes;No;No;No;No;No;Month-to-month;No;Mailed check;753;753;Yes;1;87;3244;Competitor had better devices;Competitor Acquisition;User Experience on service / product
2865-TCHJW;1;United States;California;Anaheim;92807;33.848733, -117.788357;33848733;-117788357;Female;Yes;No;No;4;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;No;Month-to-month;Yes;Electronic check;892;3462;Yes;1;74;5808;Competitor had better devices;Competitor Acquisition;User Experience on service / product
5192-EBGOV;1;United States;California;Brea;92823;33.924143, -117.79387;33924143;-11779387;Female;Yes;No;No;1;Yes;Yes;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Electronic check;857;857;Yes;1;66;4880;Competitor offered higher download speeds;Competitor Acquisition;User Experience on service / product
0719-SYFRB;1;United States;California;Norco;92860;33.925833, -117.559639;33925833;-117559639;Female;No;No;No;12;Yes;Yes;DSL;Yes;No;Yes;Yes;No;No;Month-to-month;Yes;Mailed check;6165;71375;Yes;1;67;5670;Competitor offered higher download speeds;Competitor Acquisition;User Experience on service / product
3419-SNJJD;1;United States;California;Yorba Linda;92887;33.884073, -117.732197;33884073;-117732197;Female;Yes;Yes;No;65;Yes;Yes;Fiber optic;Yes;No;Yes;No;Yes;Yes;Month-to-month;No;Bank transfer (automatic);10525;67864;Yes;1;91;4196;Competitor offered higher download speeds;Competitor Acquisition;User Experience on service / product
6543-CPZMK;1;United States;California;Ventura;93001;34.360261, -119.306383;34360261;-119306383;Male;No;Yes;No;9;No;No phone service;DSL;No;Yes;No;No;No;No;Month-to-month;Yes;Electronic check;2995;24895;Yes;1;83;2573;Competitor offered more data;Competitor Acquisition;User Experience on service / product
4765-OXPPD;1;United States;California;Ventura;93003;34.279221, -119.221437;34279221;-119221437;Female;No;Yes;No;9;Yes;No;DSL;Yes;Yes;Yes;Yes;No;No;Month-to-month;No;Mailed check;650;66305;Yes;1;76;3983;Competitor offered more data;Competitor Acquisition;User Experience on service / product
1009-IRMNA;1;United States;California;Port Hueneme;93041;34.110124, -119.100972;34110124;-119100972;Female;No;No;No;7;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Bank transfer (automatic);200;1376;Yes;1;100;4479;Competitor offered more data;Competitor Acquisition;User Experience on service / product
4554-YGZIH;1;United States;California;Summerland;93067;34.420998, -119.60137;34420998;-11960137;Male;Yes;Yes;No;49;Yes;Yes;Fiber optic;No;Yes;No;No;No;Yes;Month-to-month;No;Credit card (automatic);9005;454725;Yes;1;96;5059;Competitor made better offer;Competitor Acquisition;Pricing
5099-BAILX;1;United States;California;Santa Barbara;93101;34.419203, -119.710008;34419203;-119710008;Male;Yes;Yes;No;43;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);11075;46879;Yes;1;65;2728;Competitor made better offer;Competitor Acquisition;Pricing
